year,table,position,variable,label,dtype,source_pdf,source_page
2018,poblacion.csv,116,pagoaten_1,Pago por consulta,C (1),702825188061.pdf,21
2018,poblacion.csv,117,pagoaten_2,Pago por medicamentos,C (1),702825188061.pdf,21
2018,poblacion.csv,118,pagoaten_3,Pago por estudios de laboratorio,C (1),702825188061.pdf,21
2018,poblacion.csv,119,pagoaten_4,Pago por hospitalización,C (1),702825188061.pdf,21
2018,poblacion.csv,120,pagoaten_5,Pago por instrumental médico,C (1),702825188061.pdf,21
2018,poblacion.csv,121,pagoaten_6,Otro pago,C (1),702825188061.pdf,21
2018,poblacion.csv,122,pagoaten_7,No pagó por atención médica,C (1),702825188061.pdf,21
2018,poblacion.csv,123,noatenc_1,No hay donde atenderse,C (2),702825188061.pdf,21
2018,poblacion.csv,124,noatenc_2,Sin atención por falta de dinero,C (2),702825188061.pdf,21
2018,poblacion.csv,125,noatenc_3,Unidad médica lejana,C (2),702825188061.pdf,21
2018,poblacion.csv,126,noatenc_4,No lo atienden,C (2),702825188061.pdf,21
2018,poblacion.csv,127,noatenc_5,No le tiene confianza,C (2),702825188061.pdf,21
2018,poblacion.csv,128,noatenc_6,Lo tratan mal,C (2),702825188061.pdf,21
2018,poblacion.csv,129,noatenc_7,No hablan la misma lengua,C (2),702825188061.pdf,21
2018,poblacion.csv,130,noatenc_8,Hay que esperar mucho,C (2),702825188061.pdf,21
2018,poblacion.csv,131,noatenc_9,No le dan medicamento,C (2),702825188061.pdf,21
2018,poblacion.csv,132,noatenc_10,Sin atención por unidad cerrada,C (2),702825188061.pdf,21
2018,poblacion.csv,133,noatenc_11,No hubo médicos,C (2),702825188061.pdf,21
2018,poblacion.csv,134,noatenc_12,Se lo impidieron,C (2),702825188061.pdf,21
2018,poblacion.csv,135,noatenc_13,Falta de tiempo,C (2),702825188061.pdf,21
2018,poblacion.csv,136,noatenc_14,No hubo quién lo llevara,C (2),702825188061.pdf,21
2018,poblacion.csv,137,noatenc_15,No era necesario,C (2),702825188061.pdf,21
2018,poblacion.csv,138,noatenc_16,Se automedicó,C (2),702825188061.pdf,21
2018,poblacion.csv,139,norecib_1,No recibió atención en centros de salud,C (2),702825188061.pdf,21
2018,poblacion.csv,140,norecib_2,No recibió atención en hospital,C (2),702825188061.pdf,21
2018,poblacion.csv,141,norecib_3,No recibió atención en IMSS,C (2),702825188061.pdf,21
2018,poblacion.csv,142,norecib_4,No recibió atención en PROSPERA,C (2),702825188061.pdf,21
2018,poblacion.csv,143,norecib_5,No recibió atención en ISSSTE,C (2),702825188061.pdf,21
2018,poblacion.csv,144,norecib_6,No recibió atención en ISSSTE estatal,C (2),702825188061.pdf,21
2018,poblacion.csv,145,norecib_7,No recibió atención de otro servicio médico público,C (2),702825188061.pdf,21
2018,poblacion.csv,146,norecib_8,No recibió atención en consultorios privados,C (2),702825188061.pdf,21
2018,poblacion.csv,147,norecib_9,No recibió atención en consultorio de farmacias,C (2),702825188061.pdf,21
2018,poblacion.csv,148,norecib_10,No recibió atención con curandero,C (2),702825188061.pdf,21
2018,poblacion.csv,149,norecib_11,No recibió atención en otra,C (2),702825188061.pdf,21
2018,poblacion.csv,150,razon_1,No tenía dinero,C (2),702825188061.pdf,21
2018,poblacion.csv,151,razon_2,No entendía su lengua,C (2),702825188061.pdf,21
2018,poblacion.csv,152,razon_3,No quisieron,C (2),702825188061.pdf,21
2018,poblacion.csv,153,razon_4,Dijeron que no era necesario,C (2),702825188061.pdf,21
2018,poblacion.csv,154,razon_5,No tenían tiempo,C (2),702825188061.pdf,21
2018,poblacion.csv,155,razon_6,Razón por unidad médica cerrada,C (2),702825188061.pdf,21
2018,poblacion.csv,156,razon_7,Cita hasta mucho tiempo después,C (2),702825188061.pdf,21
2018,poblacion.csv,157,razon_8,No había médico,C (2),702825188061.pdf,21
2018,poblacion.csv,158,razon_9,No le dieron ninguna razón,C (2),702825188061.pdf,21
2018,poblacion.csv,159,razon_10,El personal dijo que no era necesario,C (2),702825188061.pdf,21
2018,poblacion.csv,160,razon_11,Otra razón de no atención,C (2),702825188061.pdf,21
2018,poblacion.csv,161,diabetes,Diabetes,C (1),702825188061.pdf,21
2018,poblacion.csv,162,pres_alta,Presión alta,C (1),702825188061.pdf,21
2018,poblacion.csv,163,peso,Control de peso y talla,C (1),702825188061.pdf,21
2018,poblacion.csv,164,segvol_1,"Seguro voluntario SAR, AFORE",C (1),702825188061.pdf,21
2018,poblacion.csv,165,segvol_2,Seguro voluntario de gastos médicos,C (1),702825188061.pdf,21
2018,poblacion.csv,166,segvol_3,Seguro voluntario de vida,C (1),702825188061.pdf,21
2018,poblacion.csv,167,segvol_4,Seguro voluntario de invalidez,C (1),702825188061.pdf,21
2018,poblacion.csv,168,segvol_5,Otro tipo de seguro voluntario,C (1),702825188061.pdf,21
2018,poblacion.csv,169,segvol_6,Ningún tipo de seguro voluntario,C (1),702825188061.pdf,22
2018,poblacion.csv,170,segvol_7,No sabe si tiene seguros,C (1),702825188061.pdf,22
2018,poblacion.csv,171,hijos_viv,Hijos nacidos vivos,N (2),702825188061.pdf,22
2018,poblacion.csv,172,hijos_mue,Hijos fallecidos,N (2),702825188061.pdf,22
2018,poblacion.csv,173,hijos_sob,Hijos sobrevivientes,N (2),702825188061.pdf,22
2018,poblacion.csv,174,trabajo_mp,Trabajó el mes pasado,C (1),702825188061.pdf,22
2018,poblacion.csv,175,motivo_aus,Motivo de ausencia al trabajo,C (2),702825188061.pdf,22
2018,poblacion.csv,176,act_pnea1,Primera actividad del integrante PNEA,C (1),702825188061.pdf,22
2018,poblacion.csv,177,act_pnea2,Segunda actividad del integrante PNEA,C (1),702825188061.pdf,22
2018,poblacion.csv,178,num_trabaj,Número de trabajos,C (1),702825188061.pdf,22
2018,gastoshogar.csv,1,folioviv,Identificador de la vivienda,C (10),702825188061.pdf,22
2018,gastoshogar.csv,2,foliohog,Identificador del hogar,C (1),702825188061.pdf,22
2018,gastoshogar.csv,3,clave,Clave de gasto,C (4),702825188061.pdf,22
2018,gastoshogar.csv,4,tipo_gasto,Tipo de gasto,C (2),702825188061.pdf,22
2018,gastoshogar.csv,5,mes_dia,Mes y día del gasto,C (4),702825188061.pdf,22
2018,gastoshogar.csv,6,forma_pag1,Forma de pago 1,C (2),702825188061.pdf,22
2018,gastoshogar.csv,7,forma_pag2,Forma de pago 2,C (2),702825188061.pdf,22
2018,gastoshogar.csv,8,forma_pag3,Forma de pago 3,C (2),702825188061.pdf,22
2018,gastoshogar.csv,9,lugar_comp,Lugar de compra,C (2),702825188061.pdf,22
2018,gastoshogar.csv,10,orga_inst,Organización o institución proveedora,C (2),702825188061.pdf,22
2018,gastoshogar.csv,11,frecuencia,Frecuencia,C (1),702825188061.pdf,22
2018,gastoshogar.csv,12,fecha_adqu,Fecha de adquisición,C (4),702825188061.pdf,22
2018,gastoshogar.csv,13,fecha_pago,Fecha de pago,C (4),702825188061.pdf,22
2018,gastoshogar.csv,14,cantidad,Cantidad de artículos o servicios,"N (10,3)",702825188061.pdf,22
2018,gastoshogar.csv,15,gasto,Gasto efectuado,"N (10,2)",702825188061.pdf,22
2018,gastoshogar.csv,16,pago_mp,Pago mes pasado,"N (10,2)",702825188061.pdf,22
2018,gastoshogar.csv,17,costo,"Costo del producto, artículo o servicio","N (10,2)",702825188061.pdf,22
2018,gastoshogar.csv,18,inmujer,Gasto mujeres,"N (10,2)",702825188061.pdf,22
2018,gastoshogar.csv,19,inst_1,Primera Institución para cuidados de la salud,C (2),702825188061.pdf,22
2018,gastoshogar.csv,20,inst_2,Segunda Institución para cuidados de la salud,C (2),702825188061.pdf,22
2018,gastoshogar.csv,21,num_meses,Meses pagados,N (2),702825188061.pdf,22
2018,gastoshogar.csv,22,num_pagos,Número de pagos,N (2),702825188061.pdf,22
2018,gastoshogar.csv,23,ultim_pago,Fecha del último pago,C (4),702825188061.pdf,22
2018,gastoshogar.csv,24,gasto_tri,Gasto trimestral,"N (12,2)",702825188061.pdf,22
2018,gastoshogar.csv,25,gasto_nm,Gasto no monetario,"N (10,2)",702825188061.pdf,22
2018,gastoshogar.csv,26,gas_nm_tri,Gasto no monetario trimestral,"N (12,2)",702825188061.pdf,22
2018,gastoshogar.csv,27,imujer_tri,Gasto monetario trimestral en mujeres,"N (12,2)",702825188061.pdf,22
2018,erogaciones.csv,1,folioviv,Identificador de la vivienda,C (10),702825188061.pdf,23
2018,erogaciones.csv,2,foliohog,Identificador del hogar,C (1),702825188061.pdf,23
2018,erogaciones.csv,3,clave,Identificador del producto,C (4),702825188061.pdf,23
2018,erogaciones.csv,4,mes_1,Primer mes,C (2),702825188061.pdf,23
2018,erogaciones.csv,5,mes_2,Segundo mes,C (2),702825188061.pdf,23
2018,erogaciones.csv,6,mes_3,Tercer mes,C (2),702825188061.pdf,23
2018,erogaciones.csv,7,mes_4,Cuarto mes,C (2),702825188061.pdf,23
2018,erogaciones.csv,8,mes_5,Quinto mes,C (2),702825188061.pdf,23
2018,erogaciones.csv,9,mes_6,Sexto mes,C (2),702825188061.pdf,23
2018,erogaciones.csv,10,ero_1,Erogación en el mes de referencia 1,N (9),702825188061.pdf,23
2018,erogaciones.csv,11,ero_2,Erogación en el mes de referencia 2,N (9),702825188061.pdf,23
2018,erogaciones.csv,12,ero_3,Erogación en el mes de referencia 3,N (9),702825188061.pdf,23
2018,erogaciones.csv,13,ero_4,Erogación en el mes de referencia 4,N (9),702825188061.pdf,23
2018,erogaciones.csv,14,ero_5,Erogación en el mes de referencia 5,N (9),702825188061.pdf,23
2018,erogaciones.csv,15,ero_6,Erogación en el mes de referencia 6,N (9),702825188061.pdf,23
2018,erogaciones.csv,16,ero_tri,Erogación trimestral,"N (12,2)",702825188061.pdf,23
2018,gastotarjetas.csv,1,folioviv,Identificador de la vivienda,C (10),702825188061.pdf,23
2018,gastotarjetas.csv,2,foliohog,Identificador del hogar,C (1),702825188061.pdf,23
2018,gastotarjetas.csv,3,clave,Clave de gasto,C (4),702825188061.pdf,23
2018,gastotarjetas.csv,4,gasto,Gasto efectuado,N (9),702825188061.pdf,23
2018,gastotarjetas.csv,5,pago_mp,Pago mes pasado,N (9),702825188061.pdf,23
2018,gastotarjetas.csv,6,gasto_tri,Gasto monetario trimestral,"N (12,2)",702825188061.pdf,23
2018,ingresos.csv,1,folioviv,Identificador de la vivienda,C (10),702825188061.pdf,23
2018,ingresos.csv,2,foliohog,Identificador del hogar,C (1),702825188061.pdf,23
2018,ingresos.csv,3,numren,Identificador de la persona,C (2),702825188061.pdf,23
2018,ingresos.csv,4,clave,Clave de ingreso,C (4),702825188061.pdf,23
2018,ingresos.csv,5,mes_1,Primer mes,C (2),702825188061.pdf,23
2018,ingresos.csv,6,mes_2,Segundo mes,C (2),702825188061.pdf,23
2018,ingresos.csv,7,mes_3,Tercer mes,C (2),702825188061.pdf,23
2018,ingresos.csv,8,mes_4,Cuarto mes,C (2),702825188061.pdf,23
2018,ingresos.csv,9,mes_5,Quinto mes,C (2),702825188061.pdf,23
2018,ingresos.csv,10,mes_6,Sexto mes,C (2),702825188061.pdf,23
2018,ingresos.csv,11,ing_1,Ingresos del primer mes,N (9),702825188061.pdf,23
2018,ingresos.csv,12,ing_2,Ingresos del segundo mes,N (9),702825188061.pdf,23
2018,ingresos.csv,13,ing_3,Ingresos del tercer mes,N (9),702825188061.pdf,23
2018,ingresos.csv,14,ing_4,Ingresos del cuarto mes,N (9),702825188061.pdf,23
2018,ingresos.csv,15,ing_5,Ingresos del quinto mes,N (9),702825188061.pdf,23
2018,ingresos.csv,16,ing_6,Ingresos del sexto mes,N (9),702825188061.pdf,23
2018,ingresos.csv,17,ing_tri,Ingreso trimestral,"N (12,2)",702825188061.pdf,23
2018,gastospersona.csv,1,folioviv,Identificador de la vivienda,C (10),702825188061.pdf,24
2018,gastospersona.csv,2,foliohog,Identificador del hogar,C (1),702825188061.pdf,24
2018,gastospersona.csv,3,numren,Identificador de la persona,C (2),702825188061.pdf,24
2018,gastospersona.csv,4,clave,Clave de gasto,C (4),702825188061.pdf,24
2018,gastospersona.csv,5,tipo_gasto,Tipo de gasto,C (2),702825188061.pdf,24
2018,gastospersona.csv,6,mes_dia,Mes y día del gasto,C (4),702825188061.pdf,24
2018,gastospersona.csv,7,frec_rem,Frecuencia remuneración,C (1),702825188061.pdf,24
2018,gastospersona.csv,8,inst,Institución para cuidados de la salud,C (2),702825188061.pdf,24
2018,gastospersona.csv,9,forma_pag1,Forma de pago 1,C (2),702825188061.pdf,24
2018,gastospersona.csv,10,forma_pag2,Forma de pago 2,C (2),702825188061.pdf,24
2018,gastospersona.csv,11,forma_pag3,Forma de pago 3,C (2),702825188061.pdf,24
2018,gastospersona.csv,12,inscrip,Gasto en inscripciones,N (9),702825188061.pdf,24
2018,gastospersona.csv,13,colegia,Gasto en colegiaturas,N (9),702825188061.pdf,24
2018,gastospersona.csv,14,material,Gasto en material educativo,N (9),702825188061.pdf,24
2018,gastospersona.csv,15,cantidad,Cantidad de artículos o servicios,"N (10,3)",702825188061.pdf,24
2018,gastospersona.csv,16,gasto,Gasto efectuado,"N (10,2)",702825188061.pdf,24
2018,gastospersona.csv,17,costo,"Costo del producto, artículo o servicio","N (10,2)",702825188061.pdf,24
2018,gastospersona.csv,18,gasto_tri,Gasto trimestral,"N (12,2)",702825188061.pdf,24
2018,gastospersona.csv,19,gasto_nm,Gasto no monetario,"N (10,2)",702825188061.pdf,24
2018,gastospersona.csv,20,gas_nm_tri,Gasto no monetario trimestral,"N (12,2)",702825188061.pdf,24
2018,trabajos.csv,1,folioviv,Identificador de la vivienda,C (10),702825188061.pdf,24
2018,trabajos.csv,2,foliohog,Identificador del hogar,C (1),702825188061.pdf,24
2018,trabajos.csv,3,numren,Identificador de la persona,C (2),702825188061.pdf,24
2018,trabajos.csv,4,id_trabajo,Identificador del trabajo,C (1),702825188061.pdf,24
2018,trabajos.csv,5,trapais,Trabajo en el país,C (1),702825188061.pdf,24
2018,trabajos.csv,6,subor,Fue subordinado,C (1),702825188061.pdf,24
2018,trabajos.csv,7,indep,Trabajó por su cuenta,C (1),702825188061.pdf,24
2018,trabajos.csv,8,personal,Tuvo personal,C (1),702825188061.pdf,24
2018,trabajos.csv,9,pago,Como le pagaron,C (1),702825188061.pdf,24
2018,trabajos.csv,10,contrato,Tuvo contrato,C (1),702825188061.pdf,24
2018,trabajos.csv,11,tipocontr,Tipo de contrato,C (1),702825188061.pdf,24
2018,trabajos.csv,12,pres_1,Incapacidad médica,C (2),702825188061.pdf,24
2018,trabajos.csv,13,pres_2,Aguinaldo,C (2),702825188061.pdf,24
2018,trabajos.csv,14,pres_3,Vacaciones,C (2),702825188061.pdf,24
2018,trabajos.csv,15,pres_4,Reparto de utilidades,C (2),702825188061.pdf,24
2018,trabajos.csv,16,pres_5,Crédito de vivienda,C (2),702825188061.pdf,24
2018,trabajos.csv,17,pres_6,Guarderías,C (2),702825188061.pdf,24
2018,trabajos.csv,18,pres_7,Cuidados maternos o paternos,C (2),702825188061.pdf,24
2018,trabajos.csv,19,pres_8,SAR o AFORE,C (2),702825188061.pdf,24
2018,trabajos.csv,20,pres_9,Seguro de vida,C (2),702825188061.pdf,24
2018,trabajos.csv,21,pres_10,Préstamos,C (2),702825188061.pdf,24
2018,trabajos.csv,22,pres_11,Prima vacacional,C (2),702825188061.pdf,24
2018,trabajos.csv,23,pres_12,Apoyos educativos,C (2),702825188061.pdf,24
2018,trabajos.csv,24,pres_13,Servicio de comedor,C (2),702825188061.pdf,24
2018,trabajos.csv,25,pres_14,Crédito FONACOT,C (2),702825188061.pdf,24
2018,trabajos.csv,26,pres_15,Ayuda de despensas,C (2),702825188061.pdf,24
2018,trabajos.csv,27,pres_16,Ayuda en el pago de servicios,C (2),702825188061.pdf,24
2018,trabajos.csv,28,pres_17,Pensión en caso de invalidez,C (2),702825188061.pdf,24
2018,trabajos.csv,29,pres_18,Pensión en caso de fallecimiento,C (2),702825188061.pdf,24
2018,trabajos.csv,30,pres_19,Otras prestaciones,C (2),702825188061.pdf,24
2018,trabajos.csv,31,pres_20,No tiene prestaciones,C (2),702825188061.pdf,24
2018,trabajos.csv,32,htrab,Horas trabajadas,N (3),702825188061.pdf,24
2018,trabajos.csv,33,sinco,Catálogo SINCO,C (4),702825188061.pdf,24
2018,trabajos.csv,34,scian,Catálogo SCIAN,C (4),702825188061.pdf,24
2018,trabajos.csv,35,clas_emp,Clasificación de la empresa,C (1),702825188061.pdf,25
2018,trabajos.csv,36,tam_emp,Tamaño de la empresa,C (2),702825188061.pdf,25
2018,trabajos.csv,37,no_ing,No ingresos,C (2),702825188061.pdf,25
2018,trabajos.csv,38,tiene_suel,Asignación de sueldo,C (1),702825188061.pdf,25
2018,trabajos.csv,39,tipoact,Actividad de la empresa,C (1),702825188061.pdf,25
2018,trabajos.csv,40,socios,Socios del negocio,C (1),702825188061.pdf,25
2018,trabajos.csv,41,soc_nr1,Primer socio del negocio,C (2),702825188061.pdf,25
2018,trabajos.csv,42,soc_nr2,Segundo socio del negocio,C (2),702825188061.pdf,25
2018,trabajos.csv,43,soc_resp,Responsable del negocio,C (2),702825188061.pdf,25
2018,trabajos.csv,44,otra_act,Otras actividades del negocio,C (1),702825188061.pdf,25
2018,trabajos.csv,45,tipoact2,Segunda actividad del negocio,C (1),702825188061.pdf,25
2018,trabajos.csv,46,tipoact3,Tercera actividad del negocio,C (1),702825188061.pdf,25
2018,trabajos.csv,47,tipoact4,Cuarta actividad del negocio,C (1),702825188061.pdf,25
2018,trabajos.csv,48,lugar,Confirmación de establecimiento,C (1),702825188061.pdf,25
2018,trabajos.csv,49,conf_pers,Confirmación de personal,C (1),702825188061.pdf,25
2018,trabajos.csv,50,medtrab_1,Servicios médicos del IMSS,C (1),702825188061.pdf,25
2018,trabajos.csv,51,medtrab_2,Servicios médicos del ISSSTE,C (1),702825188061.pdf,25
2018,trabajos.csv,52,medtrab_3,Servicios médicos ISSSTE Estatal,C (1),702825188061.pdf,25
2018,trabajos.csv,53,medtrab_4,Servicios médicos de PEMEX,C (1),702825188061.pdf,25
2018,trabajos.csv,54,medtrab_5,Servicios médicos de universidades,C (1),702825188061.pdf,25
2018,trabajos.csv,55,medtrab_6,Servicios médicos privados,C (1),702825188061.pdf,25
2018,trabajos.csv,56,medtrab_7,No tiene servicios médicos,C (1),702825188061.pdf,25
2018,agro.csv,1,folioviv,Identificador de la vivienda,C (10),702825188061.pdf,25
2018,agro.csv,2,foliohog,Identificador del hogar,C (1),702825188061.pdf,25
2018,agro.csv,3,numren,Identificador de la persona,C (2),702825188061.pdf,25
2018,agro.csv,4,id_trabajo,Identificador del trabajo,C (1),702825188061.pdf,25
2018,agro.csv,5,tipoact,Tipo de actividad,C (1),702825188061.pdf,25
2018,agro.csv,6,cose_cria,Cosecha o cría,C (1),702825188061.pdf,25
2018,agro.csv,7,prep_deriv,Preparación o derivados,C (1),702825188061.pdf,25
2018,agro.csv,8,otro_pago,Forma de pago alterna,C (1),702825188061.pdf,25
2018,agro.csv,9,fpago_1,Domiciliación,C (1),702825188061.pdf,25
2018,agro.csv,10,fpago_2,Transferencia electrónica de fondos,C (1),702825188061.pdf,25
2018,agro.csv,11,fpago_3,Tarjeta de crédito,C (1),702825188061.pdf,25
2018,agro.csv,12,fpago_4,Tarjeta de débito,C (1),702825188061.pdf,25
2018,agro.csv,13,fpago_5,Cheque,C (1),702825188061.pdf,25
2018,agro.csv,14,fpago_6,Vale,C (1),702825188061.pdf,25
2018,agro.csv,15,fpago_7,Pago móvil,C (1),702825188061.pdf,25
2018,agro.csv,16,fpago_8,Otra forma de pago,C (1),702825188061.pdf,25
2018,agro.csv,17,nofpago,No acepta forma de pago alterna,C (1),702825188061.pdf,25
2018,agro.csv,18,t_emp,Personal total,N (2),702825188061.pdf,25
2018,agro.csv,19,h_emp,Personal hombres,N (2),702825188061.pdf,25
2018,agro.csv,20,m_emp,Personal mujeres,N (2),702825188061.pdf,25
2018,agro.csv,21,t_cpago,Personal con pago,N (2),702825188061.pdf,25
2018,agro.csv,22,h_cpago,Hombres con pago,N (2),702825188061.pdf,25
2018,agro.csv,23,m_cpago,Mujeres con pago,N (2),702825188061.pdf,25
2018,agro.csv,24,t_ispago,Integrantes del hogar sin pago,N (2),702825188061.pdf,25
2018,agro.csv,25,h_ispago,Hombres integrantes sin pago,N (2),702825188061.pdf,25
2018,agro.csv,26,m_ispago,Mujeres integrantes sin pago,N (2),702825188061.pdf,25
2018,agro.csv,27,t_nispago,No integrantes del hogar sin pago,N (2),702825188061.pdf,25
2018,agro.csv,28,h_nispago,Hombres no integrantes sin pago,N (2),702825188061.pdf,25
2018,agro.csv,29,m_nispago,Mujeres no integrantes sin pago,N (2),702825188061.pdf,25
